//=====================================
//	SWORDS
//=====================================
0
//Index	Slot	Skill	Width	Height	Serial	Option	Drop	Name					Level	DmgMin	DmgMax	AtkSped	Durab	MagiDur	MagiDmg	ReqLvl	ReqStr	ReqAgi	ReqEne	ReqVit	Atrib	DW	DK	ELF	MG
19	0	0	2	2	1	1	1	"Holy Spirit Boots"					81	30	0	74	0	50	110	0	0	0	0	0	2	0
20	0	0	2	2	1	1	1	"Thunder Hawk Boots"					92	37	0	82	0	150	70	0	0	0	0	0	0	1
21	0	0	2	2	1	1	1	"Great Dragon Boots"					98	50	0	86	0	200	58	0	0	0	0	2	0	0
22	0	0	2	2	1	1	1	"Dark Soul Boots"					95	31	0	75	0	55	18	0	0	0	2	0	0	0
23	0	0	2	2	1	1	1	"Hurricane Boots"					110	50	0	90	0	162	66	0	0	0	0	0	0	1
24	0	0	2	2	1	1	1	"Red Spirit Boots"					87	40	0	80	0	52	115	0	0	0	0	0	2	0
end

//=====================================
//	WINGS & EXTRAS 1
//=====================================
12
//Index	Slot	Skill	Width	Height	Serial	Option	Drop	Name					Level	Defense	Durab	ReqLvl	ReqEne	ReqStr	ReqAgi	Money	DW	DK	ELF	MG
0	0	0	3	2	1	1	1	"Wings of Elf"					100	10	200	180	0	0	0	0	0	0	1	0
1	0	0	5	3	1	1	1	"Wings of Heaven"					100	10	200	180	0	0	0	0	1	0	0	1
2	0	0	5	2	1	1	1	"Wings of Satan"					100	20	200	180	0	0	0	0	0	1	0	0
3	0	0	5	3	1	1	1	"Wings of Spirits"					150	30	200	215	0	0	0	0	0	0	2	0
4	0	0	5	3	1	1	1	"Wings of Soul"					150	30	200	215	0	0	0	0	2	0	0	0
5	0	0	3	3	1	1	1	"Wings of Dragon"					150	45	200	215	0	0	0	0	0	2	0	0
6	0	0	4	2	1	1	1	"Wings of Darkness"					150	40	200	215	0	0	0	0	0	0	0	1
7	0	0	1	1	1	1	1	"Orb of Twisting Slash"					47	0	0	80	0	0	0	29000	0	1	0	1
8	0	0	1	1	1	1	1	"Healing Orb"					8	0	0	0	100	0	0	800	0	0	1	0
9	0	0	1	1	1	1	1	"Orb of Greater Fortitude"					13	0	0	0	100	0	0	3000	0	0	1	0
10	0	0	1	1	1	1	1	"Orb of Greater Damage"					18	0	0	0	100	0	0	7000	0	0	1	0
11	0	0	1	1	1	1	1	"Orb of Summoning"					3	0	0	0	0	0	0	150	0	0	1	0
12	0	0	1	1	1	1	1	"Orb of Rageful Blow"					78	0	0	170	0	0	0	65535	0	2	0	0
13	0	0	1	1	1	1	1	"Orb of Impale"					20	0	0	28	0	0	0	10000	0	1	0	1
14	0	0	1	1	1	1	1	"Orb of Greater Fortitude"					60	0	0	120	0	0	0	43000	0	1	0	0
15	0	0	1	1	1	1	1	"Jewel of Chaos"					12	0	0	0	0	0	0	0	1	1	1	1
16	0	0	1	1	1	1	1	"Orb of Fire Slash"					60	0	0	0	0	320	0	51000	0	0	0	1
17	0	0	1	1	1	1	1	"Orb of Penetration"					64	0	0	130	0	0	0	65535	0	0	1	0
18	0	0	1	1	1	1	1	"Orb of Ice Arrow"					81	0	0	0	0	0	258	65535	0	0	2	0
19	0	0	1	1	1	1	1	"Orb of Death Stab"					72	0	0	160	0	0	0	65535	0	2	0	0
end

//=====================================
//	PETS, RINGS, PENDANTS & EXTRAS 2
//=====================================
13
//Index	Slot	Skill	Width	Height	Serial	Option	Drop	Name					Level	Durab	Ice	Poison	Lightin	Fire	Atrib	DW	DK	ELF	MG
0	0	0	1	1	1	1	1	"Guardian Angel"					23	-1	0	0	0	0	0	1	1	1	1
1	0	0	1	1	1	1	1	"Imp"					28	-1	0	0	0	0	0	1	1	1	1
2	0	0	1	1	1	1	1	"Horn of Uniria"					25	-1	0	0	0	0	0	1	1	1	1
3	0	0	1	1	1	1	1	"Horn of Dinorant"					110	-1	0	0	0	0	0	1	1	1	1
8	0	0	1	1	1	1	1	"Ring of Ice"					20	50	1	0	0	0	0	1	1	1	1
9	0	0	1	1	1	1	1	"Ring of Poison"					17	50	0	1	0	0	0	1	1	1	1
10	0	0	1	1	1	1	1	"Transformation Ring"					0	200	0	0	0	0	0	1	1	1	1
12	0	0	1	1	1	1	1	"Pendant of Lighting"					21	50	0	0	1	0	0	1	1	1	1
13	0	0	1	1	1	1	1	"Pendant of Fire"					13	50	0	0	0	1	0	1	1	1	1
14	0	0	1	2	1	1	1	"Loch's Feather"					78	0	0	0	0	0	0	1	1	1	1
15	0	0	1	1	1	1	1	"Fruits"					0	0	0	0	0	0	0	1	1	1	1
16	0	0	1	2	1	1	1	"Scroll of Archangel"					0	128	0	0	0	0	0	1	1	1	1
17	0	0	1	2	1	1	1	"Blood Bone"					0	128	0	0	0	0	0	1	1	1	1
18	0	0	2	2	1	1	1	"Invisibility Cloak"					0	-1	0	0	0	0	0	1	1	1	1
19	0	0	1	2	1	1	1	"Absolute Weapon of Archangel"					0	-1	0	0	0	0	0	1	1	1	1
20	0	0	1	1	1	1	1	"Wizards Ring"					0	30	0	0	0	0	0	1	1	1	1
end

//=====================================
//	JEWELS, CONSUMABLES & EXTRAS 3
//=====================================
14
//Index	Slot	Skill	Width	Height	Serial	Option	Drop	Name					Value	Level
0	0	0	1	1	1	1	1	"Apple"					0	1
1	0	0	1	1	1	1	1	"Small Healing Potion"					0	10
2	0	0	1	1	1	1	1	"Healing Potion"					0	25
3	0	0	1	1	1	1	1	"Large Healing Potion"					0	40
4	0	0	1	1	1	1	1	"Small Mana Potion"					0	10
5	0	0	1	1	1	1	1	"Mana Potion"					0	25
6	0	0	1	1	1	1	1	"Large Mana Potion"					0	40
8	0	0	1	1	1	1	1	"Antidote"					0	10
9	0	0	1	2	1	1	1	"Ale"					0	15
10	0	0	1	2	1	1	1	"Town Portal Scroll"					0	30
11	0	0	1	1	1	1	1	"Box of Luck"					0	0
12	0	0	1	1	1	1	1	"Heart"					0	0
13	0	0	1	1	1	1	1	"Jewel of Bless"					0	25
14	0	0	1	1	1	1	1	"Jewel of Soul"					0	30
15	0	0	1	1	1	1	1	"Zen"					0	0
16	0	0	1	1	1	1	1	"Jewel of Life"					0	72
17	0	0	1	1	1	1	1	"Devil's Eye"					0	1
18	0	0	1	1	1	1	1	"Devil's Key"					0	1
19	0	0	1	1	1	1	1	"Devil's Invitation"					0	0
20	0	0	1	1	1	1	1	"Remedy of Love"					0	0
21	0	0	1	1	1	1	1	"Rena"					0	0
22	0	0	1	1	1	1	1	"Jewel of Creation"					0	78
23	0	0	1	1	1	1	1	"Scroll of the Emperor"					0	0
24	0	0	1	2	1	1	1	"Broken Sword"					0	0
25	0	0	1	1	1	1	1	"Tear of Elf"					0	0
26	0	0	1	1	1	1	1	"Soul Shard of Wizard"					0	0
end

//=====================================
//	SCROLLS
//=====================================
15
//Index	Slot	Skill	Width	Height	Serial	Option	Drop	Name					Level	ReqLvl	ReqEne	Money	DW	DK	ELF	MG
0	0	0	1	2	1	1	1	"Scroll of Poison"					30	0	100	28941	1	0	0	1
1	0	0	1	2	1	1	1	"Scroll of Meteorite"					21	0	100	10914	1	0	0	1
2	0	0	1	2	1	1	1	"Scroll of Lighting"					13	0	100	2991	1	0	0	1
3	0	0	1	2	1	1	1	"Scroll of Fire Ball"					5	0	100	306	1	0	0	1
4	0	0	1	2	1	1	1	"Scroll of Flame"					35	0	100	44166	1	0	0	1
5	0	0	1	2	1	1	1	"Scroll of Teleport"					17	0	100	6147	1	0	0	0
6	0	0	1	2	1	1	1	"Scroll of Ice"					25	0	100	17568	1	0	0	1
7	0	0	1	2	1	1	1	"Scroll of Twister"					40	0	100	63720	1	0	0	1
8	0	0	1	2	1	1	1	"Scroll of Evil Spirit"					50	0	100	117618	1	0	0	1
9	0	0	1	2	1	1	1	"Scroll of Hellfire"					60	0	100	194124	1	0	0	1
10	0	0	1	2	1	1	1	"Scroll of Power Wave"					9	0	100	1152	1	0	0	1
11	0	0	1	2	1	1	1	"Scroll of Aqua Beam"					74	0	110	345501	1	0	0	1
12	0	0	1	2	1	1	1	"Scroll of Cometfall"					80	0	150	428091	1	0	0	1
13	0	0	1	2	1	1	1	"Scroll of Inferno"					93	0	200	647640	1	0	0	1
14	0	0	1	2	1	1	1	"Scroll of Teleport Ally"					78	0	188	399306	2	0	0	0
15	0	0	1	2	1	1	1	"Scroll of Soul Barrier"					72	0	126	320433	1	0	0	0
16	0	0	1	2	1	1	1	"Scroll of Decay"					96	0	243	450000	2	0	0	0
17	0	0	1	2	1	1	1	"Scroll of Ice Storm"					93	0	223	400000	2	0	0	0
18	0	0	1	2	1	1	1	"Scroll of Nova"					100	0	-1	500000	2	0	0	0
end

